@relation SpeciesRelation

@attribute bin_0 numeric
@attribute bin_1 numeric
@attribute bin_2 numeric
@attribute bin_3 numeric
@attribute bin_4 numeric
@attribute bin_5 numeric
@attribute bin_6 numeric
@attribute bin_7 numeric
@attribute bin_8 numeric
@attribute bin_9 numeric
@attribute species_class {'African Wildcat','Aria Chicken','Basking Shark','Black Rohu','Blacktip shark','Blue shark','Bull shark',Catla,Cheetah,'Common Carp','Domestic Cat',Fish,'Freshwater Shark','Grass Carp','Hammerhead Shark',Jaguar,'Lemon Shark',Leopard,Lion,'Long-whiskered Catfish','Lucifer Chicken','Mako Shark','Mirror Carp',Mrigal,'Nile Tilapia',Nurse,'Popcorn Chicken',Puma,'Puma Concolor',Rohu,'Sand Cat','Sand tiger Shark',Shark,'Silver Carp','Snow leopard','Striped Catfish','Thresher Shark',Tiger,Whale,'White Shark','Whitetip Shark'}

@data
0.74,0.12,0.03,0.01,0.04,0.01,0.01,0.02,0.02,0,Fish
0.78,0.1,0.04,0.02,0.03,0,0.02,0,0.01,0,Catla
0.81,0.07,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.02,Catla
0.86,0.06,0.02,0.01,0,0.01,0.01,0,0.02,0.01,Catla
0.87,0.01,0.04,0.03,0.02,0.02,0,0,0.01,0,Catla
0.8,0.07,0.05,0.02,0.02,0.02,0.01,0,0.01,0,Catla
0.54,0.17,0.1,0.08,0.01,0.03,0.04,0.03,0,0,Catla
0.84,0.04,0.04,0.03,0.03,0.01,0,0,0,0.01,Catla
0.71,0.13,0.04,0.05,0.02,0.01,0.03,0.01,0,0,Catla
0.74,0.1,0.05,0.06,0,0.02,0,0.01,0.02,0,Catla
0.5,0.29,0.07,0.05,0.02,0,0.02,0.04,0.01,0,Catla
0.7,0.18,0.03,0.03,0.03,0.02,0,0,0,0.01,Fish
0.48,0.19,0.11,0.08,0.03,0.05,0.02,0.04,0,0,Catla
0.35,0.42,0.07,0.02,0.05,0.05,0.02,0,0.02,0,Catla
0.57,0.24,0.02,0.02,0.01,0.04,0.04,0.02,0.03,0.01,Catla
0.65,0.12,0.08,0.06,0.01,0,0.01,0.02,0.04,0.01,Catla
0.81,0.06,0.04,0.01,0.03,0.02,0,0.01,0.02,0,Catla
0.65,0.24,0.04,0.02,0.02,0.01,0.01,0.01,0,0,Catla
0.42,0.22,0.18,0.13,0.01,0.03,0.01,0,0,0,Catla
0.26,0.24,0.26,0.12,0.04,0.05,0.01,0.01,0.01,0,Catla
0.42,0.18,0.09,0.08,0.12,0.09,0.01,0,0.01,0,Catla
0.67,0.19,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.01,Catla
0.84,0.05,0.02,0.05,0.01,0.01,0.01,0,0.01,0,Fish
0.72,0.14,0.04,0.02,0.02,0.03,0,0.01,0.01,0.01,Catla
0.73,0.13,0.03,0.02,0.03,0.02,0.02,0,0.01,0.01,Catla
0.63,0.18,0.06,0.06,0.03,0.03,0,0,0,0.01,Catla
0.44,0.22,0.13,0.1,0.05,0.02,0.02,0,0.02,0,Catla
0.79,0.12,0.06,0.01,0,0.01,0,0.01,0,0,Catla
0.46,0.39,0.05,0.02,0.03,0.01,0,0,0.01,0.03,Catla
0.67,0.18,0.05,0.02,0.01,0.03,0.02,0.01,0.01,0,Catla
0.58,0.24,0.06,0.04,0.04,0.01,0.02,0,0.01,0,Catla
0.78,0.09,0.03,0.03,0.05,0,0.01,0,0.01,0,Catla
0.79,0.07,0.06,0.04,0.02,0.01,0,0,0.01,0,Catla
0.67,0.15,0.08,0.03,0.02,0.01,0.01,0.01,0.01,0.01,Fish
0.46,0.22,0.11,0.08,0.07,0.02,0.01,0.03,0,0,Catla
0.8,0.08,0.03,0.03,0.03,0.01,0.01,0,0.01,0,Catla
0.72,0.11,0.02,0.03,0.02,0.01,0.03,0.03,0.02,0.01,Catla
0.46,0.36,0.02,0.07,0.03,0.01,0.02,0.02,0.01,0,Fish
0.54,0.28,0.07,0.03,0.03,0.02,0.01,0.01,0.01,0,Fish
0.32,0.22,0.2,0.11,0.02,0.04,0.03,0.04,0.01,0.01,Fish
0.73,0.08,0.05,0.06,0.05,0.02,0,0.01,0,0,Fish
0.79,0.1,0.04,0.03,0,0.02,0.01,0,0.01,0,Fish
0.81,0.11,0.02,0.01,0.02,0,0.01,0.01,0,0.01,Fish
0.77,0.06,0.07,0.04,0.04,0.01,0.01,0,0,0,Fish
0.77,0.09,0.02,0.04,0.04,0,0.01,0.02,0.01,0,Fish
0.74,0.09,0.05,0.07,0.03,0,0.01,0,0,0.01,Fish
0.55,0.25,0.08,0.07,0,0.02,0.01,0.01,0.01,0,Fish
0.62,0.21,0.07,0.03,0,0.02,0.01,0.02,0,0.02,Fish
0.3,0.36,0.19,0.05,0.02,0.04,0.01,0.01,0.02,0,Fish
0.78,0.14,0.03,0.02,0.01,0,0.02,0,0,0,Fish
0.83,0.07,0.08,0,0,0.01,0,0.01,0,0,Fish
0.82,0.09,0.02,0.05,0.02,0,0,0,0,0,Fish
0.89,0.08,0,0.01,0,0.01,0,0,0,0.01,Fish
0.62,0.22,0.07,0.04,0.02,0.02,0,0.01,0,0,Fish
0.81,0.06,0.02,0.04,0.03,0.02,0.01,0,0.01,0,Fish
0.47,0.27,0.07,0.05,0.04,0.03,0.05,0.01,0.01,0,Fish
0.79,0.09,0.03,0.02,0,0.01,0.01,0.02,0.02,0.01,Fish
0.81,0.05,0.04,0.02,0.03,0.02,0.01,0.01,0.01,0,Fish
0.48,0.27,0.11,0.03,0.05,0.02,0.02,0.01,0.01,0,Fish
0.79,0.05,0.05,0,0.02,0.03,0.02,0.01,0.02,0.01,Fish
0.54,0.28,0.07,0.03,0.03,0.02,0.01,0.01,0.01,0,Fish
0.89,0.04,0.03,0.01,0.01,0,0.01,0,0.01,0,Fish
0.87,0.02,0.06,0.03,0.01,0,0.01,0,0,0,Fish
0.74,0.09,0.06,0.04,0.02,0.01,0.01,0.01,0.01,0.01,Fish
0.61,0.26,0.02,0.04,0,0.02,0,0.03,0.01,0.01,Fish
0.8,0.09,0.02,0.02,0.03,0.01,0.02,0.01,0,0,Fish
0.42,0.34,0.09,0.04,0.07,0.02,0.01,0,0.01,0,Fish
0.74,0.11,0.04,0.03,0.03,0.01,0.02,0.01,0.01,0,Fish
0.8,0.08,0.08,0.01,0,0,0.01,0,0,0.02,Fish
0.84,0.1,0.04,0,0,0.01,0,0,0.01,0,Fish
0.82,0.09,0.04,0.01,0.01,0.01,0,0.01,0.01,0,Fish
0.74,0.13,0.01,0.03,0.03,0.04,0.01,0,0.01,0,Fish
0.82,0.1,0.03,0.02,0.01,0.01,0,0,0.01,0,Fish
0.26,0.21,0.2,0.17,0.02,0.02,0.03,0.03,0.02,0.04,Catla
0.71,0.11,0.03,0.04,0.01,0.02,0.01,0.05,0.01,0.01,Catla
0.54,0.18,0.14,0.04,0.03,0.04,0.03,0,0,0,Catla
0.77,0.07,0.06,0.03,0.03,0.02,0.01,0,0.01,0,Fish
0.44,0.35,0.04,0.08,0.04,0.01,0.02,0,0,0.02,Catla
0.34,0.21,0.21,0.07,0.1,0.05,0.02,0,0,0,Catla
0.86,0.07,0.04,0.02,0,0,0,0.01,0,0,Catla
0.32,0.29,0.21,0.04,0.04,0.06,0.02,0.01,0,0.01,Catla
0.46,0.17,0.09,0.11,0.08,0.04,0.03,0.02,0,0,Catla
0.82,0.04,0.02,0.05,0.03,0.01,0.02,0,0.01,0,Catla
0.79,0.1,0.06,0.02,0.01,0.01,0,0,0.01,0,Catla
0.73,0.07,0,0.05,0.02,0.04,0.02,0.02,0.01,0.04,Catla
0.78,0.1,0.05,0.02,0.01,0.03,0,0,0,0.01,Catla
0.74,0.12,0.05,0.03,0.02,0.01,0,0.02,0,0.01,Catla
0.87,0.04,0.03,0.02,0.03,0.01,0,0,0,0,Fish
0.75,0.07,0.08,0.03,0.02,0.01,0.03,0.01,0,0,Catla
0.69,0.16,0.07,0.03,0,0.01,0.03,0,0.01,0,Catla
0.77,0.11,0.04,0.04,0.01,0.01,0.01,0,0.01,0,Catla
0.61,0.19,0.03,0.06,0.07,0.02,0,0,0,0.02,Catla
0.85,0.02,0.05,0.04,0.01,0.01,0.01,0.01,0,0,Catla
0.79,0.12,0.05,0.02,0,0.01,0,0.01,0,0,Catla
0.8,0.1,0.06,0,0.02,0.01,0,0,0.01,0,Catla
0.55,0.29,0.08,0.04,0.01,0,0.02,0.01,0,0,Catla
0.42,0.37,0.05,0.03,0.01,0.05,0.05,0.02,0,0,Catla
0.73,0.11,0.05,0.04,0.02,0.02,0.01,0,0.01,0.01,Catla
0.37,0.16,0.15,0.08,0.1,0.07,0.05,0.02,0,0,Cheetah
0.52,0.19,0.14,0.05,0.05,0.03,0.01,0.01,0,0,Cheetah
0.57,0.2,0.12,0.05,0.03,0,0.02,0.01,0,0,Cheetah
0.48,0.22,0.09,0.11,0.06,0.03,0,0.01,0,0,Cheetah
0.43,0.29,0.11,0.11,0.01,0.02,0,0,0.02,0.01,Cheetah
0.65,0.22,0.09,0.03,0,0.01,0,0,0,0,Cheetah
0.86,0.04,0.06,0.01,0.01,0,0,0.01,0.01,0,Cheetah
0.82,0.12,0.03,0.02,0.01,0,0,0,0,0,Cheetah
0.69,0.2,0.04,0.02,0.05,0,0,0,0,0,Cheetah
0.23,0.35,0.16,0.13,0.03,0.04,0.05,0,0.01,0,Cheetah
0.3,0.19,0.18,0.08,0.1,0.09,0.05,0.01,0,0,Cheetah
0.64,0.21,0.04,0.03,0.04,0.04,0,0,0,0,Cheetah
0.39,0.32,0.16,0.07,0,0.03,0.02,0,0,0.01,Cheetah
0.83,0.1,0.03,0.01,0,0.02,0.01,0,0,0,Cheetah
0.44,0.24,0.11,0.08,0.05,0.04,0.02,0.02,0,0,Cheetah
0.41,0.37,0.12,0.06,0.04,0,0,0,0,0,Cheetah
0.23,0.16,0.18,0.33,0.05,0.01,0.04,0,0,0,Cheetah
0.8,0.04,0.03,0.03,0.04,0.03,0.02,0.01,0,0,Cheetah
0.34,0.34,0.16,0.04,0.1,0.01,0,0,0.01,0,Cheetah
0.09,0.1,0.08,0.15,0.18,0.18,0.15,0.07,0,0,Cheetah
0.29,0.31,0.14,0.1,0.06,0.03,0.07,0,0,0,Cheetah
0.89,0.06,0.04,0.01,0,0,0,0,0,0,Cheetah
0.23,0.27,0.11,0.13,0.08,0.1,0.07,0,0.01,0,Cheetah
0.47,0.19,0.16,0.08,0.06,0.03,0.01,0,0,0,Cheetah
0.72,0.19,0.05,0.01,0.02,0.01,0,0,0,0,Cheetah
0.25,0.43,0.16,0.11,0.04,0.01,0,0,0,0,Cheetah
0.83,0.11,0.01,0.02,0,0.03,0,0,0,0,Cheetah
0.89,0.02,0.05,0.03,0.01,0,0,0,0,0,Cheetah
0.52,0.23,0.05,0.05,0.07,0.05,0.01,0.01,0.01,0,Cheetah
0.56,0.26,0.11,0.03,0.02,0,0.01,0.01,0,0,Cheetah
0.51,0.22,0.04,0.06,0.02,0.14,0,0,0.01,0,Cheetah
0.66,0.21,0.08,0.02,0.01,0.01,0,0.01,0,0,Cheetah
0.25,0.32,0.15,0.06,0.09,0.03,0.01,0.04,0.03,0.02,Cheetah
0.52,0.32,0.08,0.05,0.01,0.01,0.01,0,0,0,Cheetah
0.25,0.32,0.15,0.06,0.09,0.03,0.01,0.04,0.03,0.02,Cheetah
0.48,0.22,0.09,0.11,0.06,0.03,0,0.01,0,0,Cheetah
0.19,0.23,0.29,0.12,0.08,0.04,0.04,0.01,0,0,Cheetah
0.45,0.24,0.12,0.08,0.06,0.03,0.01,0,0.01,0,Cheetah
0.32,0.26,0.2,0.07,0.04,0.04,0.01,0.05,0.01,0,Cheetah
0.69,0.2,0.07,0.02,0.02,0,0,0,0,0,Cheetah
0.34,0.33,0.13,0.11,0.04,0.02,0.02,0,0.01,0,Cheetah
0.63,0.07,0.1,0.17,0.01,0,0.01,0,0.01,0,Cheetah
0.9,0.07,0.03,0,0,0,0,0,0,0,Cheetah
0.3,0.34,0.16,0.06,0.08,0.02,0.02,0.01,0.01,0,Cheetah
0.75,0.16,0.02,0.02,0.02,0.01,0.02,0,0,0,Cheetah
0.66,0.24,0.06,0.03,0,0.01,0,0,0,0,Cheetah
0.47,0.32,0.08,0.11,0.01,0.01,0,0,0,0,Cheetah
0.38,0.4,0.13,0.04,0.03,0.01,0.01,0,0,0,Cheetah
0.52,0.27,0.12,0.06,0.03,0,0,0,0,0,Cheetah
0.64,0.14,0.11,0.06,0.04,0.01,0,0,0,0,Cheetah
0.25,0.26,0.18,0.13,0.13,0.04,0.01,0,0,0,Cheetah
0.82,0.09,0.01,0.02,0,0.04,0.01,0.01,0,0,Cheetah
0.87,0.07,0.01,0.03,0.01,0.01,0,0,0,0,Cheetah
0.69,0.2,0.04,0.02,0.05,0,0,0,0,0,Cheetah
0.51,0.23,0.1,0.06,0.08,0,0,0.02,0,0,Cheetah
0.81,0.08,0.06,0.02,0.02,0.01,0,0,0,0,Cheetah
0.3,0.25,0.16,0.1,0.09,0.08,0.01,0.01,0,0,Cheetah
0.28,0.36,0.2,0.11,0.04,0.01,0,0,0,0,Cheetah
0.89,0.04,0.02,0.02,0,0.02,0.01,0,0,0,Cheetah
0.8,0.14,0.02,0.02,0,0,0,0.01,0.01,0,Cheetah
0.27,0.13,0.1,0.14,0.12,0.11,0.07,0.04,0.01,0.01,Cheetah
0.56,0.17,0.11,0.06,0.04,0.03,0.01,0.01,0.01,0,Cheetah
0.91,0.05,0.01,0.01,0,0.01,0,0.01,0,0,Cheetah
0.33,0.42,0.13,0.03,0.04,0.02,0.02,0.01,0,0,Cheetah
0.8,0.07,0.05,0.02,0.03,0.01,0,0.01,0.01,0,Cheetah
0.44,0.3,0.15,0.04,0.05,0.01,0,0.01,0,0,Cheetah
0.9,0.07,0.01,0.01,0.01,0,0,0,0,0,Cheetah
0.72,0.15,0.04,0.03,0.03,0.02,0.01,0,0,0,Cheetah
0.41,0.27,0.21,0.1,0.01,0,0,0,0,0,Cheetah
0.38,0.3,0.11,0.12,0.08,0.01,0,0,0,0,Cheetah
0.72,0.25,0.01,0,0.01,0,0,0.01,0,0,Cheetah
0.16,0.37,0.22,0.16,0.05,0.03,0.01,0,0,0,Cheetah
0.42,0.16,0.09,0.16,0.04,0.01,0.03,0.04,0.04,0.01,Cheetah
0.83,0.06,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0,Cheetah
0.21,0.22,0.17,0.18,0.09,0.1,0.02,0.01,0,0,Cheetah
0.56,0.28,0.07,0.03,0.02,0,0.02,0.01,0.01,0,Cheetah
0.62,0.26,0.08,0.03,0,0.01,0,0,0,0,Cheetah
0.89,0.05,0.03,0.01,0.02,0,0,0,0,0,Cheetah
0.38,0.2,0.17,0.19,0.06,0,0,0,0,0,Cheetah
0.12,0.3,0.34,0.19,0.02,0.01,0.01,0.01,0,0,Cheetah
0.29,0.22,0.17,0.13,0.08,0.07,0.04,0,0,0,Cheetah
0.52,0.27,0.1,0.03,0.03,0,0.03,0.02,0,0,Cheetah
0.71,0.17,0.08,0.02,0.01,0,0.01,0,0,0,Cheetah
0.31,0.4,0.16,0.05,0.01,0.02,0.01,0.03,0.01,0,Cheetah
0.58,0.2,0.04,0.02,0.03,0.04,0.04,0.02,0.03,0,Cheetah
0.4,0.27,0.16,0.11,0.05,0.01,0,0,0,0,Cheetah
0.53,0.28,0.11,0.06,0,0.01,0,0.01,0,0,Cheetah
0.71,0.15,0.07,0.04,0.01,0.02,0,0,0,0,Cheetah
0.35,0.25,0.13,0.12,0.09,0.05,0,0.01,0,0,Cheetah
0.29,0.24,0.4,0.01,0,0,0.03,0.02,0,0.01,Cheetah
0.44,0.31,0.11,0.06,0.04,0.02,0.01,0.01,0,0,Cheetah
0.55,0.21,0.06,0.11,0.01,0.03,0,0.01,0.01,0.01,Cheetah
0.59,0.29,0.06,0.02,0.01,0.02,0,0,0.01,0,Cheetah
0.71,0.18,0.07,0.01,0.01,0.01,0,0,0.01,0,Cheetah
0.45,0.26,0.13,0.1,0.01,0,0.01,0.01,0.02,0.01,Cheetah
0.8,0.1,0.05,0.02,0.01,0.01,0,0,0.01,0,'Common Carp'
0.79,0.1,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0,'Common Carp'
0.76,0.12,0.04,0.02,0,0.01,0.03,0.01,0.01,0,'Common Carp'
0.85,0.1,0.01,0.02,0.01,0.01,0,0,0,0,'Common Carp'
0.69,0.17,0.05,0.01,0.01,0.03,0.02,0.01,0.01,0,'Common Carp'
0.78,0.07,0.05,0.03,0.02,0.02,0.01,0.01,0.01,0,'Common Carp'
0.79,0.11,0.05,0.02,0,0,0.02,0.01,0,0,'Common Carp'
0.62,0.13,0.04,0.04,0.04,0.07,0.01,0.01,0.03,0.01,'Common Carp'
0.79,0.09,0.02,0.02,0.04,0.03,0,0,0,0.01,'Common Carp'
0.81,0.1,0.03,0.02,0.01,0,0.01,0,0.01,0.01,'Common Carp'
0.88,0.06,0.03,0,0.01,0.01,0,0.01,0,0,'Common Carp'
0.56,0.3,0.05,0.04,0.03,0.01,0,0,0.01,0,'Common Carp'
0.76,0.14,0.03,0.04,0.01,0.02,0,0,0,0,'Common Carp'
0.48,0.24,0.11,0.07,0.04,0.01,0.02,0.02,0,0.01,'Common Carp'
0.84,0.03,0.06,0.03,0.03,0,0,0.01,0,0,'Common Carp'
0.74,0.11,0.01,0.06,0.02,0.02,0,0.01,0.03,0,'Common Carp'
0.76,0.1,0.02,0.02,0.03,0.02,0.02,0.01,0.01,0.01,'Common Carp'
0.84,0.11,0.02,0,0,0.01,0,0.01,0,0.01,'Common Carp'
0.65,0.19,0.01,0.04,0.04,0.02,0.04,0,0.01,0,'Common Carp'
0.78,0.11,0.03,0.02,0.04,0,0.01,0,0,0.01,'Common Carp'
0.71,0.14,0.05,0.02,0.02,0,0.04,0.01,0.01,0,'Common Carp'
0.2,0.43,0.22,0.06,0.04,0.03,0.01,0,0.01,0,'Common Carp'
0.84,0.08,0.04,0.01,0.01,0,0.01,0,0.01,0,'Common Carp'
0.59,0.22,0.05,0.02,0.02,0.02,0.02,0.04,0.01,0.01,'Common Carp'
0.84,0.06,0.04,0.03,0.02,0.01,0,0,0,0,'Common Carp'
0.83,0.05,0.06,0.02,0.03,0,0,0.01,0,0,'Common Carp'
0.89,0.08,0.01,0.01,0,0,0.01,0,0,0,'Common Carp'
0.57,0.19,0.06,0.03,0.02,0.07,0.03,0.03,0,0,'Common Carp'
0.73,0.11,0.08,0.02,0.03,0.01,0.01,0,0.01,0,'Common Carp'
0.5,0.26,0.04,0.09,0.06,0.01,0.03,0,0,0.01,'Common Carp'
0.78,0.04,0.05,0.05,0.05,0.02,0.01,0,0,0,'Common Carp'
0.83,0.04,0.02,0.05,0.02,0.02,0,0.01,0,0.01,'Common Carp'
0.7,0.13,0.01,0.04,0.05,0.04,0.01,0.01,0,0.01,'Common Carp'
0.79,0.06,0.03,0.04,0.04,0.02,0.01,0,0,0.01,'Common Carp'
0.78,0.09,0.05,0.03,0.02,0.01,0,0.01,0,0.01,'Common Carp'
0.8,0.08,0.04,0.01,0.03,0.02,0.02,0,0,0,'Common Carp'
0.84,0.05,0.01,0.02,0.03,0.01,0.02,0.01,0.01,0,'Common Carp'
0.75,0.13,0.03,0.02,0.01,0.02,0.03,0.01,0,0,'Common Carp'
0.65,0.2,0,0.04,0.05,0.04,0,0.01,0.01,0,'Common Carp'
0.72,0.14,0.05,0.04,0.02,0.02,0,0.01,0,0,'Common Carp'
0.8,0.11,0.05,0.01,0,0.01,0,0.02,0,0,'Common Carp'
0.83,0.06,0.06,0.02,0.01,0,0.01,0,0,0.01,'Common Carp'
0.86,0.03,0.02,0.02,0.03,0.02,0,0.02,0,0,'Common Carp'
0.63,0.24,0.07,0.03,0.02,0,0.01,0,0,0,'Common Carp'
0.79,0.08,0.03,0.03,0.03,0.03,0.01,0,0,0,'Common Carp'
0.66,0.15,0.05,0.01,0.04,0.03,0.01,0.02,0.03,0,'Common Carp'
0.34,0.44,0.06,0.07,0.04,0.03,0.01,0.01,0,0,'Common Carp'
0.83,0.07,0.02,0.04,0.01,0.01,0.01,0,0.01,0,'Common Carp'
0.57,0.22,0.08,0.04,0.03,0.02,0.02,0.02,0,0,'Common Carp'
0.76,0.11,0.03,0.03,0.05,0.01,0,0,0.01,0,'Common Carp'
0.85,0.07,0.01,0.01,0.02,0.02,0.01,0,0.01,0,'Common Carp'
0.62,0.14,0.03,0.03,0.04,0.07,0.02,0.02,0.03,0,'Common Carp'
0.78,0.1,0.04,0.02,0.01,0.03,0,0.01,0.01,0,'Common Carp'
0.65,0.22,0.04,0.02,0.03,0.04,0,0,0,0,'Common Carp'
0.85,0.09,0.01,0.01,0.03,0,0,0.01,0,0,'Common Carp'
0.83,0.02,0.02,0.05,0.02,0.03,0.01,0.01,0.01,0,'Common Carp'
0.79,0.1,0.06,0.02,0.01,0,0,0,0.01,0.01,'Common Carp'
0.83,0.07,0.04,0.02,0.01,0.01,0,0.02,0,0,'Common Carp'
0.86,0.06,0.02,0.02,0.02,0,0,0.01,0.01,0,'Common Carp'
0.73,0.18,0.04,0,0.05,0,0,0,0,0,'Common Carp'
0.71,0.18,0.03,0.03,0,0.01,0.02,0.01,0.01,0,'Common Carp'
0.85,0.04,0.03,0.02,0.02,0.01,0.02,0.01,0,0,'Common Carp'
0.75,0.12,0.06,0.02,0.02,0.01,0.01,0.01,0,0,'Common Carp'
0.41,0.32,0.08,0.02,0.06,0.05,0.03,0.02,0.01,0,'Common Carp'
0.81,0.06,0,0.03,0.02,0.04,0.02,0.01,0.01,0,'Common Carp'
0.74,0.1,0.06,0.04,0.01,0.03,0.01,0,0.01,0,'Common Carp'
0.82,0.09,0.04,0.01,0.01,0,0.02,0,0,0.01,'Common Carp'
0.69,0.14,0.06,0.01,0.04,0.02,0.02,0.01,0,0.01,'Common Carp'
0.77,0.13,0.04,0.02,0.01,0.01,0.01,0.01,0,0,'Common Carp'
0.78,0.06,0.02,0.06,0.04,0,0.03,0.01,0,0,'Common Carp'
0.59,0.22,0.05,0.01,0.05,0.03,0.03,0,0.01,0.01,'Common Carp'
0.64,0.25,0.03,0.02,0.02,0.03,0.01,0,0,0,'Common Carp'
0.79,0.14,0.03,0.02,0,0,0,0,0.01,0.01,'Common Carp'
0.46,0.39,0.06,0.01,0.02,0.03,0.03,0,0,0,'Common Carp'
0.76,0.14,0.06,0.02,0,0,0,0,0.01,0.01,'Common Carp'
0.46,0.28,0.04,0.06,0.02,0.07,0.05,0,0.02,0,'Common Carp'
0.74,0.09,0.07,0.03,0.02,0.01,0,0.02,0,0.02,'Common Carp'
0.73,0.13,0.04,0.02,0.02,0.01,0,0.01,0.01,0.03,'Common Carp'
0.89,0.03,0.02,0.03,0.01,0,0.01,0,0.01,0,'Common Carp'
0.73,0.14,0.05,0.03,0.01,0.02,0,0.01,0,0.01,'Common Carp'
0.67,0.17,0.01,0.03,0.05,0.01,0.04,0.02,0,0,'Common Carp'
0.45,0.35,0.05,0.03,0.02,0.04,0.02,0.03,0.01,0,'Common Carp'
0.78,0.12,0.04,0,0.03,0.01,0,0.01,0,0.01,'Common Carp'
0.79,0.06,0.04,0.02,0.06,0.02,0,0,0.01,0,'Common Carp'
0.67,0.19,0.03,0.03,0,0.05,0.02,0,0,0.01,'Common Carp'
0.8,0.12,0.03,0.01,0.02,0,0,0,0.02,0,'Common Carp'
0.78,0.05,0.03,0.04,0.05,0.02,0.02,0,0.01,0,'Common Carp'
0.93,0.03,0,0.02,0,0.01,0.01,0,0,0,'Common Carp'
0.8,0.09,0.02,0.04,0.02,0,0.02,0,0.01,0,'Common Carp'
0.81,0.06,0.05,0.03,0.02,0,0.01,0.01,0.01,0,'Common Carp'
0.82,0.06,0.03,0.02,0.04,0.02,0,0,0.01,0,'Common Carp'
0.77,0.09,0.05,0.02,0.02,0.01,0.02,0.02,0,0,'Common Carp'
0.81,0.08,0.05,0.02,0.01,0.01,0,0.01,0.01,0,'Common Carp'
0.55,0.32,0.05,0.02,0.03,0.03,0,0,0,0,'Common Carp'
0.65,0.09,0.06,0.02,0.09,0.03,0.04,0.01,0,0.01,'Common Carp'
0.85,0.1,0.02,0,0,0.01,0,0.01,0,0.01,'Common Carp'
0.87,0.02,0.01,0.04,0.03,0.01,0.02,0,0,0,'Common Carp'
0.87,0.06,0.02,0.02,0,0.01,0.01,0.01,0,0,'Common Carp'
0.55,0.29,0.07,0.01,0.05,0.02,0.01,0,0,0,'Common Carp'
0.57,0.25,0.03,0.01,0.05,0.06,0.01,0,0.02,0,'Common Carp'
0.82,0.11,0.03,0.01,0.01,0.01,0,0.01,0,0,'Common Carp'
0.79,0.07,0.03,0.03,0.05,0.02,0.01,0,0,0,'Common Carp'
0.79,0.04,0.03,0.04,0.06,0,0.03,0.01,0,0,'Common Carp'
0.81,0.04,0.04,0.03,0.04,0.02,0.01,0,0,0.01,'Common Carp'
0.8,0.07,0.02,0.04,0.02,0.04,0,0,0,0.01,'Common Carp'
0.81,0.09,0.05,0.01,0.01,0.02,0,0,0,0.01,'Common Carp'
0.75,0.08,0.07,0.03,0.04,0.01,0.01,0.01,0,0,'Common Carp'
0.74,0.11,0.07,0.02,0.03,0.02,0.01,0,0,0,'Common Carp'
0.78,0.11,0.03,0.03,0.02,0.01,0.01,0.01,0,0,'Common Carp'
0.8,0.11,0.04,0.03,0,0,0,0.01,0.01,0,'Common Carp'
0.82,0.04,0.03,0.02,0.06,0.01,0.02,0,0,0,'Common Carp'
0.85,0.05,0.03,0.02,0.01,0.01,0,0.03,0,0,'Common Carp'
0.86,0.07,0.04,0.01,0.01,0.01,0,0,0,0,'Common Carp'
0.91,0.03,0,0.01,0.01,0.01,0.02,0.01,0,0,'Common Carp'
0.75,0.09,0.07,0.06,0.02,0.01,0,0,0,0,'Common Carp'
0.78,0.11,0.03,0.05,0.01,0.01,0,0.01,0,0,'Common Carp'
0.79,0.04,0.04,0.01,0.03,0.04,0.02,0.02,0,0.01,'Common Carp'
0.71,0.08,0.08,0.04,0.02,0.03,0.02,0.02,0,0,'Common Carp'
0.72,0.07,0.05,0.03,0.06,0.03,0.03,0,0.01,0,'Common Carp'
0.79,0.09,0.04,0.04,0.02,0,0,0.01,0.01,0,'Common Carp'
0.42,0.31,0.09,0.05,0.03,0.03,0.02,0.02,0.02,0.01,'Domestic Cat'
0.28,0.51,0.05,0.05,0.02,0,0.01,0,0.03,0.05,'Domestic Cat'
0.53,0.3,0.11,0.03,0.01,0.01,0,0.01,0,0,'Domestic Cat'
0.75,0.2,0.02,0.01,0,0.01,0.01,0,0,0,'Domestic Cat'
0.66,0.17,0.09,0.02,0.04,0.01,0,0.01,0,0,'Domestic Cat'
0.23,0.3,0.21,0.14,0.09,0.03,0,0,0,0,'Domestic Cat'
0.16,0.5,0.15,0.05,0.04,0.04,0.01,0.02,0.02,0.01,'Domestic Cat'
0.36,0.3,0.17,0.12,0.02,0.02,0.01,0,0,0,'Domestic Cat'
0.31,0.12,0.15,0.22,0.1,0.05,0.04,0,0.01,0,'Domestic Cat'
0.3,0.17,0.09,0.08,0.11,0.19,0.02,0.01,0.01,0.02,'Domestic Cat'
0.89,0.04,0.04,0.01,0.02,0,0,0,0,0,'Domestic Cat'
0.58,0.28,0.06,0.03,0.02,0.01,0,0.01,0.01,0,'Domestic Cat'
0.33,0.14,0.08,0.11,0.1,0.1,0.06,0.04,0.02,0.02,'Domestic Cat'
0.22,0.21,0.21,0.17,0.07,0.06,0.02,0.03,0.01,0,'Domestic Cat'
0.36,0.27,0.28,0.03,0.04,0.01,0,0.01,0,0,'Domestic Cat'
